Filename,PCU_A4_NA_5
Instrument name,RSAG2
Operator,
rundate,9/18/2018
proceduresegments,Flow Axial Test
[step]
Axial - 1
Step time,Temperature,Strain,Stress,Modulus,Delta length,Gap,Force,Axial force
s,°C,%,Pa,Pa,mm,mm,N,N
2.39517,21.982,33.9919,-1712020,-5036560,2.164,8.530,-4.74573,-3.77092
2.40517,21.982,34.1315,-1717400,-5031720,2.173,8.539,-4.76064,-3.77092
2.41517,21.982,34.2711,-1724110,-5030800,2.182,8.548,-4.77923,-3.77092
2.42517,21.982,34.4107,-1734980,-5041980,2.191,8.557,-4.80938,-3.77092
2.43517,21.982,34.6934,-1740980,-5018180,2.209,8.575,-4.82599,-3.77092
2.44517,21.982,34.8082,-1747790,-5021210,2.216,8.582,-4.84488,-3.77092
2.45517,21.982,34.9246,-1759090,-5036830,2.223,8.589,-4.87621,-3.77092
2.46517,21.982,35.0874,-1766560,-5034730,2.234,8.600,-4.89689,-3.77092
2.47517,21.982,35.2497,-1772560,-5028590,2.244,8.610,-4.91354,-3.77092
2.48517,21.982,35.3751,-1781620,-5036370,2.252,8.618,-4.93865,-4.09315
2.49517,21.982,35.4864,-1789810,-5043650,2.259,8.625,-4.96136,-4.09315
2.50517,21.982,35.6255,-1796650,-5043150,2.268,8.634,-4.98030,-4.09315
2.51517,21.982,35.7924,-1806960,-5048430,2.279,8.644,-5.00888,-4.09315
2.52517,21.982,35.9315,-1815020,-5051340,2.287,8.653,-5.03124,-4.09315
2.53517,21.982,36.1966,-1822030,-5033710,2.304,8.670,-5.05067,-4.09315
2.54517,21.982,36.3354,-1830440,-5037610,2.313,8.679,-5.07398,-4.09315
2.55517,21.982,36.4740,-1838130,-5039570,2.322,8.688,-5.09530,-4.09315
2.56517,21.982,36.6175,-1845700,-5040490,2.331,8.697,-5.11629,-4.09315
2.57517,21.982,36.7799,-1855000,-5043530,2.341,8.707,-5.14207,-4.09315
2.58517,21.983,36.9484,-1863100,-5042450,2.352,8.718,-5.16452,-4.09315
2.59517,21.983,37.1273,-1871440,-5040620,2.364,8.729,-5.18764,-4.09315
2.60517,21.983,37.2536,-1879480,-5045100,2.372,8.737,-5.20991,-4.09315
2.61517,21.983,37.3665,-1887760,-5052000,2.379,8.745,-5.23286,-4.09315
2.62517,21.983,37.5053,-1895200,-5053140,2.388,8.754,-5.25349,-4.09315
2.63517,21.983,37.7283,-1904060,-5046780,2.402,8.768,-5.27806,-4.09315
2.64517,21.983,37.8952,-1912360,-5046450,2.412,8.778,-5.30107,-4.09315
2.65517,21.983,38.0341,-1920810,-5050220,2.421,8.787,-5.32448,-4.09315
2.66517,21.983,38.1727,-1929390,-5054360,2.430,8.796,-5.34826,-4.09315
2.67517,21.983,38.3041,-1936770,-5056290,2.438,8.804,-5.36872,-4.09315
2.68517,21.983,38.4077,-1945270,-5064800,2.445,8.811,-5.39230,-4.42243
2.69517,21.983,38.5603,-1953770,-5066800,2.455,8.821,-5.41585,-4.42243
2.70517,21.983,38.6989,-1961410,-5068380,2.464,8.829,-5.43702,-4.42243
2.71517,21.983,38.9405,-1970640,-5060660,2.479,8.845,-5.46262,-4.42243
2.72517,21.983,39.1342,-1979210,-5057510,2.491,8.857,-5.48638,-4.42243
2.73517,21.983,39.2756,-1986540,-5057960,2.500,8.866,-5.50670,-4.42243
2.74517,21.983,39.4093,-1994900,-5062010,2.509,8.875,-5.52987,-4.42243
2.75517,21.983,39.5557,-2003730,-5065600,2.518,8.884,-5.55434,-4.42243
2.76517,21.983,39.6719,-2011640,-5070700,2.525,8.891,-5.57626,-4.42243
2.77517,21.983,39.8249,-2020340,-5073060,2.535,8.901,-5.60039,-4.42243
2.78517,21.980,40.0257,-2028530,-5068060,2.548,8.914,-5.62308,-4.75396
2.79517,21.980,40.1587,-2036330,-5070700,2.556,8.922,-5.64470,-4.75396
2.80517,21.980,40.2980,-2045390,-5075670,2.565,8.931,-5.66983,-4.75396
2.81517,21.980,40.4373,-2053430,-5078070,2.574,8.940,-5.69211,-4.75396
2.82517,21.980,40.5767,-2061410,-5080280,2.583,8.949,-5.71423,-4.75396
2.83517,21.980,40.7703,-2070100,-5077470,2.595,8.961,-5.73832,-4.75396
2.84517,21.980,40.9771,-2078100,-5071350,2.609,8.975,-5.76048,-4.75396
2.85517,21.980,41.1292,-2086230,-5072390,2.618,8.984,-5.78304,-4.75396
2.86517,21.980,41.2815,-2094740,-5074270,2.628,8.994,-5.80661,-4.75396
2.87517,21.980,41.4199,-2103400,-5078230,2.637,9.003,-5.83062,-4.75396
2.88517,21.984,41.5553,-2110930,-5079810,2.645,9.011,-5.85149,-4.75396
2.89517,21.984,41.6831,-2120020,-5086040,2.654,9.019,-5.87669,-4.75396
2.90517,21.984,41.8640,-2128310,-5083870,2.665,9.031,-5.89967,-4.75396
2.91517,21.984,42.0109,-2135030,-5082090,2.674,9.040,-5.91831,-4.75396
2.92517,21.984,42.1675,-2145320,-5087610,2.684,9.050,-5.94682,-4.75396
2.93517,21.984,42.3055,-2154450,-5092620,2.693,9.059,-5.97215,-4.75396
2.94517,21.984,42.4717,-2160580,-5087100,2.704,9.070,-5.98912,-4.75396
2.95517,21.984,42.6662,-2165590,-5075670,2.716,9.082,-6.00303,-4.75396
2.96517,21.984,42.8237,-2178200,-5086440,2.726,9.092,-6.03797,-4.75396
2.97517,21.984,42.9717,-2188750,-5093460,2.736,9.101,-6.06720,-4.75396
2.98517,21.984,43.0899,-2189420,-5081060,2.743,9.109,-6.06908,-5.08321
2.99517,21.984,43.1943,-2201730,-5097280,2.750,9.116,-6.10321,-5.08321
3.00517,21.984,43.3340,-2212400,-5105460,2.759,9.125,-6.13278,-5.08321
3.01517,21.984,43.4730,-2214430,-5093800,2.767,9.133,-6.13839,-5.08321
